Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
6202	Bacteria	Streptococcus suis (firmicutes) 0061	2018-07	1	1	3	|GCA_003285225.1||Streptococcus suis (firmicutes) 0061|CP017666.1|ANONYMOUS Chromosome	26	0
6203	Bacteria	Streptococcus suis (firmicutes) 1081	2018-07	1	1	3	|GCA_003285245.1||Streptococcus suis (firmicutes) 1081|CP017667.1|ANONYMOUS Chromosome	26	0
6204	Bacteria	Streptococcus suis (firmicutes) 90-1330	2016-04	1	1	2	|GCA_001610935.1|GCF_001610935.1|Streptococcus suis (firmicutes) 90-1330|CP012731.1|ANONYMOUS Chromosome	7	1
6205	Bacteria	Streptococcus suis (firmicutes) HA0609	2017-10	1	1	2	|GCA_002736265.1|GCF_002736265.1|Streptococcus suis (firmicutes) HA0609|CP024126.1|ANONYMOUS Chromosome	9	1
6206	Bacteria	Streptococcus suis (firmicutes) NCTC10237	2019-05	1	1	2	|GCA_901543625.1||Streptococcus suis (firmicutes) NCTC10237|LR594043.1|ERS956181SCcontig000001 Chromosome	1	0
6207	Bacteria	Streptococcus suis (firmicutes) NSUI002	2015-08	1	1	2	|GCA_001272635.1|GCF_001272635.1|Streptococcus suis (firmicutes) NSUI002|CP011419.1|ANONYMOUS Chromosome	9	1
6208	Bacteria	Streptococcus suis (firmicutes) NSUI060	2016-02	3	1	3	|GCA_001572685.1|GCF_001572685.1|Streptococcus suis (firmicutes) NSUI060|CP012913.1|pNSUI060b Plasmid|CP012912.1|pNSUI060a Plasmid|CP012911.1|ANONYMOUS Chromosome	5	0
6209	Bacteria	Streptococcus suis (firmicutes) SH0104	2018-07	1	1	2	|GCA_003288175.1||Streptococcus suis (firmicutes) SH0104|CP025419.1|ANONYMOUS Chromosome	9	1
6210	Bacteria	Streptococcus suis ST3 (firmicutes)	2011-04	1	1	2	|GCA_000204625.1|GCF_000204625.1|Streptococcus suis ST3 (firmicutes)|CP002633.1|ANONYMOUS Chromosome	20	1
6211	Bacteria	Streptococcus suis YB51 (firmicutes)	2013-09	1	1	3	|GCA_000471985.1|GCF_000471985.1|Streptococcus suis YB51 (firmicutes)|CP006645.1|ANONYMOUS Chromosome	10	1
6212	Bacteria	Streptococcus thermophilus 1F8CT (firmicutes)	2015-02	9	3	3	|GCA_000836595.1|GCF_000836595.1|Streptococcus thermophilus 1F8CT (firmicutes)|AZTK01000066.1|scaffold57 na|AZTK01000068.1|scaffold59 na|AZTK01000061.1|scaffold52 na|AZTK01000069.1|scaffold60 na|AZTK01000067.1|scaffold58 na|AZTK01000065.1|scaffold56 na|AZTK01000064.1|scaffold55 na|AZTK01000062.1|scaffold53 na|CM003138.1|chr Chromosome	29	0
6213	Bacteria	Streptococcus thermophilus ASCC 1275 (firmicutes)	2014-06	1	4	5	|GCA_000698885.1|GCF_000698885.1|Streptococcus thermophilus ASCC 1275 (firmicutes)|CP006819.1|ANONYMOUS Chromosome	57	0
6214	Bacteria	Streptococcus thermophilus CNRZ1066 (firmicutes)	2004-11	1	2	2	|GCA_000011845.1|GCF_000011845.1|Streptococcus thermophilus CNRZ1066 (firmicutes)|CP000024.1|ANONYMOUS Chromosome	35	0
6215	Bacteria	Streptococcus thermophilus (firmicutes) APC151	2017-03	1	3	4	|GCA_002012365.1|GCF_002012365.1|Streptococcus thermophilus (firmicutes) APC151|CP019935.1|ANONYMOUS Chromosome	52	0
6216	Bacteria	Streptococcus thermophilus (firmicutes) B59671	2017-10	1	2	2	|GCA_002443035.1|GCF_002443035.1|Streptococcus thermophilus (firmicutes) B59671|CP022547.1|ANONYMOUS Chromosome	22	0
6217	Bacteria	Streptococcus thermophilus (firmicutes) CS8	2016-07	1	2	1	|GCA_001685375.1|GCF_001685375.1|Streptococcus thermophilus (firmicutes) CS8|CP016439.1|ANONYMOUS Chromosome	35	0
6218	Bacteria	Streptococcus thermophilus (firmicutes) DGCC 7710	2017-12	1	4	5	|GCA_002843115.1|GCF_002843115.1|Streptococcus thermophilus (firmicutes) DGCC 7710|CP025216.1|ANONYMOUS Chromosome	57	0
6219	Bacteria	Streptococcus thermophilus (firmicutes) EPS	2017-12	1	2	2	|GCA_002846155.1|GCF_002846155.1|Streptococcus thermophilus (firmicutes) EPS|CP025400.1|ANONYMOUS Chromosome	11	0
6220	Bacteria	Streptococcus thermophilus (firmicutes) GABA	2017-12	1	2	4	|GCA_002846075.1|GCF_002846075.1|Streptococcus thermophilus (firmicutes) GABA|CP025399.1|ANONYMOUS Chromosome	56	0
6221	Bacteria	Streptococcus thermophilus (firmicutes) IDCC2201	2019-01	1	3	4	|GCA_004114735.1||Streptococcus thermophilus (firmicutes) IDCC2201|CP035306.1|ANONYMOUS Chromosome	52	0
6222	Bacteria	Streptococcus thermophilus (firmicutes) KLDS 3.1003	2016-08	1	3	4	|GCA_001705585.1|GCF_001705585.1|Streptococcus thermophilus (firmicutes) KLDS 3.1003|CP016877.1|ANONYMOUS Chromosome	34	1
6223	Bacteria	Streptococcus thermophilus (firmicutes) KLDS SM	2016-06	1	4	5	|GCA_001663795.1|GCF_001663795.1|Streptococcus thermophilus (firmicutes) KLDS SM|CP016026.1|ANONYMOUS Chromosome	57	0
6224	Bacteria	Streptococcus thermophilus (firmicutes) MN-BM-A01	2015-09	1	3	4	|GCA_001280285.1|GCF_001280285.1|Streptococcus thermophilus (firmicutes) MN-BM-A01|CP012588.1|ANONYMOUS Chromosome	56	0
6225	Bacteria	Streptococcus thermophilus (firmicutes) MN-BM-A02	2015-05	1	4	5	|GCA_001008015.1|GCF_001008015.1|Streptococcus thermophilus (firmicutes) MN-BM-A02|CP010999.1|ANONYMOUS Chromosome	57	0
6226	Bacteria	Streptococcus thermophilus (firmicutes) N4L	2018-07	1	3	4	|GCA_900492165.1||Streptococcus thermophilus (firmicutes) N4L|LS974444.1|chr1 Chromosome	83	0
6227	Bacteria	Streptococcus thermophilus (firmicutes) NCTC12958	2018-06	1	2	4	|GCA_900474985.1||Streptococcus thermophilus (firmicutes) NCTC12958|LS483339.1|ERS901503SCcontig000001 Chromosome	56	0
6228	Bacteria	Streptococcus thermophilus (firmicutes) ND07	2016-10	1	4	4	|GCA_001855705.1|GCF_001855705.1|Streptococcus thermophilus (firmicutes) ND07|CP016394.1|ANONYMOUS Chromosome	54	0
6229	Bacteria	Streptococcus thermophilus (firmicutes) S9	2016-01	1	2	2	|GCA_001514435.1|GCF_001514435.1|Streptococcus thermophilus (firmicutes) S9|CP013939.1|ANONYMOUS Chromosome	14	0
6230	Bacteria	Streptococcus thermophilus (firmicutes) SMQ-301	2015-04	1	3	5	|GCA_000971665.1|GCF_000971665.1|Streptococcus thermophilus (firmicutes) SMQ-301|CP011217.1|ANONYMOUS Chromosome	32	0
6231	Bacteria	Streptococcus thermophilus (firmicutes) ST106	2018-09	1	2	4	|GCA_003443395.1||Streptococcus thermophilus (firmicutes) ST106|CP031881.1|ANONYMOUS Chromosome	70	4
6232	Bacteria	Streptococcus thermophilus (firmicutes) ST109	2018-08	1	3	6	|GCA_003402855.1||Streptococcus thermophilus (firmicutes) ST109|CP031545.1|ANONYMOUS Chromosome	54	0
6233	Bacteria	Streptococcus thermophilus (firmicutes) ST3	2017-09	1	2	4	|GCA_002286255.1|GCF_002286255.1|Streptococcus thermophilus (firmicutes) ST3|CP017064.1|ANONYMOUS Chromosome	43	0
6234	Bacteria	Streptococcus thermophilus JIM 8232 (firmicutes)	2011-07	1	2	3	|GCA_000253395.1|GCF_000253395.1|Streptococcus thermophilus JIM 8232 (firmicutes)|FR875178.1|ANONYMOUS Chromosome	53	0
6235	Bacteria	Streptococcus thermophilus LMD-9 (firmicutes)	2006-10	3	3	5	|GCA_000014485.1|GCF_000014485.1|Streptococcus thermophilus LMD-9 (firmicutes)|CP000421.1|2 Plasmid|CP000420.1|1 Plasmid|CP000419.1|ANONYMOUS Chromosome	27	0
6236	Bacteria	Streptococcus thermophilus LMG 18311 (firmicutes)	2004-11	1	2	2	|GCA_000011825.1|GCF_000011825.1|Streptococcus thermophilus LMG 18311 (firmicutes)|CP000023.1|ANONYMOUS Chromosome	36	0
6237	Bacteria	Streptococcus thermophilus M17PTZA496 (firmicutes)	2014-01	14	1	5	|GCA_000521265.1|GCF_000521265.1|Streptococcus thermophilus M17PTZA496 (firmicutes)|KI929130.1|scaffold65 na|KI929131.1|scaffold66 na|KI929132.1|scaffold67 na|KI929135.1|scaffold70 na|CM002372.1|chr Chromosome|KI929123.1|scaffold58 na|KI929129.1|scaffold64 na|KI929124.1|scaffold59 na|KI929133.1|scaffold68 na|KI929128.1|scaffold63 na|KI929134.1|scaffold69 na|KI929126.1|scaffold61 na|KI929125.1|scaffold60 na|KI929127.1|scaffold62 na	52	2
6238	Bacteria	Streptococcus thermophilus MN-ZLW-002 (firmicutes)	2012-05	1	3	4	|GCA_000262675.1|GCF_000262675.1|Streptococcus thermophilus MN-ZLW-002 (firmicutes)|CP003499.1|ANONYMOUS Chromosome	56	0
6239	Bacteria	Streptococcus thermophilus MTH17CL396 (firmicutes)	2014-01	6	3	7	|GCA_000521325.1|GCF_000521325.1|Streptococcus thermophilus MTH17CL396 (firmicutes)|KI929065.1|scaffold49 na|KI929064.1|scaffold48 na|KI929063.1|scaffold47 na|KI929062.1|scaffold46 na|CM002371.1|chr Chromosome|KI929061.1|scaffold45 na	75	0
6240	Bacteria	Streptococcus thermophilus ND03 (firmicutes)	2010-11	1	3	4	|GCA_000182875.1|GCF_000182875.1|Streptococcus thermophilus ND03 (firmicutes)|CP002340.1|ANONYMOUS Chromosome	52	0
6241	Bacteria	Streptococcus thermophilus TH1435 (firmicutes)	2014-01	5	3	5	|GCA_000521285.1|GCF_000521285.1|Streptococcus thermophilus TH1435 (firmicutes)|KI928985.1|scaffold33 na|KI928986.1|scaffold34 na|KI928987.1|scaffold35 na|KI928988.1|scaffold36 na|CM002369.1|chr Chromosome	68	0
6242	Bacteria	Streptococcus thermophilus TH1436 (firmicutes)	2014-01	4	3	4	|GCA_000521305.1|GCF_000521305.1|Streptococcus thermophilus TH1436 (firmicutes)|KI929016.1|scaffold28 na|KI929015.1|scaffold27 na|KI929014.1|scaffold26 na|CM002370.1|chr Chromosome	54	0
6243	Bacteria	Streptococcus thermophilus TH1477 (firmicutes)	2015-02	16	3	4	|GCA_000572095.1|GCF_000572095.1|Streptococcus thermophilus TH1477 (firmicutes)|KN848309.1|scaffold47 na|KN848306.1|scaffold44 na|KN848313.1|scaffold51 na|KN848314.1|scaffold52 na|KN848304.1|scaffold42 na|KN848317.1|scaffold55 na|KN848305.1|scaffold43 na|KN848311.1|scaffold49 na|KN848316.1|scaffold54 na|CM003135.1|chr Chromosome|KN848315.1|scaffold53 na|KN848307.1|scaffold45 na|KN848312.1|scaffold50 na|KN848308.1|scaffold46 na|KN848318.1|scaffold56 na|KN848310.1|scaffold48 na	33	0
6244	Bacteria	Streptococcus thermophilus TH982 (firmicutes)	2015-02	6	3	4	|GCA_000572065.1|GCF_000572065.1|Streptococcus thermophilus TH982 (firmicutes)|CM003136.1|chr Chromosome|KN848366.1|scaffold48 na|KN848369.1|scaffold51 na|KN848367.1|scaffold49 na|KN848368.1|scaffold50 na|KN848370.1|scaffold52 na	20	0
6245	Bacteria	Streptococcus thermophilus TH985 (firmicutes)	2015-02	14	6	6	|GCA_000836675.1|GCF_000836675.1|Streptococcus thermophilus TH985 (firmicutes)|KN848499.1|scaffold84 na|AZTM01000087.1|scaffold80 na|AZTM01000080.1|scaffold73 na|AZTM01000081.1|scaffold74 na|AZTM01000079.1|scaffold72 na|AZTM01000078.1|scaffold71 na|AZTM01000085.1|scaffold78 na|CM003139.1|chr Chromosome|AZTM01000089.1|scaffold82 na|AZTM01000088.1|scaffold81 na|AZTM01000082.1|scaffold75 na|AZTM01000086.1|scaffold79 na|AZTM01000090.1|scaffold83 na|AZTM01000084.1|scaffold77 na	52	0
6246	Bacteria	Streptococcus troglodytae (firmicutes) TKU 31	2015-02	1	2	2	|GCA_002355215.1||Streptococcus troglodytae (firmicutes) TKU 31|AP014612.1|ANONYMOUS Chromosome	52	4
6247	Bacteria	Streptococcus uberis (firmicutes) NCTC3858	2018-06	1	1	1	|GCA_900475595.1||Streptococcus uberis (firmicutes) NCTC3858|LS483397.1|ERS1058914SCcontig000001 Chromosome	14	0
6248	Bacteria	Streptococcus uberis (firmicutes) NCTC4674	2018-06	1	1	1	|GCA_900475695.1||Streptococcus uberis (firmicutes) NCTC4674|LS483408.1|ERS1143229SCcontig000001 Chromosome	57	0
6249	Bacteria	Streptococcus vestibularis (firmicutes) NCTC12167	2018-12	1	1	1	|GCA_900636445.1||Streptococcus vestibularis (firmicutes) NCTC12167|LR134275.1|ERS901507SCcontig000001 Chromosome	10	0
6250	Bacteria	Streptomonospora sp. M2 (high GC Gram+)	2019-03	2	1	8	|GCA_004323735.1|GCF_004323735.1|Streptomonospora sp. M2 (high GC Gram+)|CP036456.1|phiM2 Plasmid|CP036455.1|ANONYMOUS Chromosome	81	0
6251	Bacteria	Streptomyces alboflavus (high GC Gram+) MDJK44	2017-10	3	4	27	|GCA_002189675.2|GCF_002189675.2|Streptomyces alboflavus (high GC Gram+) MDJK44|CP023977.1|pMDJK44.2 Plasmid|CP023976.1|pMDJK44.1 Plasmid|CP021748.1|ANONYMOUS Chromosome	126	3
6252	Bacteria	Streptomyces albulus (high GC Gram+) CK-15	2018-01	1	1	13	|GCA_000935185.3|GCF_000935185.3|Streptomyces albulus (high GC Gram+) CK-15|CP026094.1|ANONYMOUS Chromosome	25	0
6253	Bacteria	Streptomyces albulus (high GC Gram+) NK660	2014-05	2	2	14	|GCA_000695235.1|GCF_000695235.1|Streptomyces albulus (high GC Gram+) NK660|CP007575.1|pNKL Plasmid|CP007574.1|ANONYMOUS Chromosome	77	0
6254	Bacteria	Streptomyces albus (high GC Gram+) BK3-25	2016-10	1	1	17	|GCA_001753425.1|GCF_001753425.1|Streptomyces albus (high GC Gram+) BK3-25|CP016825.1|ANONYMOUS Chromosome	30	0
6255	Bacteria	Streptomyces albus (high GC Gram+) DSM 41398	2015-01	1	1	17	|GCA_000827005.1|GCF_000827005.1|Streptomyces albus (high GC Gram+) DSM 41398|CP010519.1|ANONYMOUS Chromosome	30	0
6256	Bacteria	Streptomyces albus (high GC Gram+) SM254	2016-02	1	0	31	|GCA_001577385.1|GCF_001577385.1|Streptomyces albus (high GC Gram+) SM254|CP014485.1|ANONYMOUS Chromosome	31	1
6257	Bacteria	Streptomyces albus (high GC Gram+) ZD11	2018-10	1	1	17	|GCA_003675345.1||Streptomyces albus (high GC Gram+) ZD11|CP033071.1|ANONYMOUS Chromosome	30	0
6258	Bacteria	Streptomyces albus J1074 (high GC Gram+)	2013-04	1	1	26	|GCA_000359525.1|GCF_000359525.1|Streptomyces albus J1074 (high GC Gram+)|CP004370.1|ANONYMOUS Chromosome	4	0
6259	Bacteria	Streptomyces alfalfae (high GC Gram+) ACCC40021	2017-01	1	1	23	|GCA_001975025.1|GCF_001975025.1|Streptomyces alfalfae (high GC Gram+) ACCC40021|CP015588.1|ANONYMOUS Chromosome	60	0
6260	Bacteria	Streptomyces ambofaciens ATCC 23877 (high GC Gram+)	2015-08	2	1	17	|GCA_001267885.1|GCF_001267885.1|Streptomyces ambofaciens ATCC 23877 (high GC Gram+)|CP012383.1|pSAM1 Plasmid|CP012382.1|ANONYMOUS Chromosome	23	0
6261	Bacteria	Streptomyces armeniacus (high GC Gram+) ATCC 15676	2018-08	1	1	22	|GCA_003355155.1||Streptomyces armeniacus (high GC Gram+) ATCC 15676|CP031320.1|ANONYMOUS Chromosome	110	0
6262	Bacteria	Streptomyces autolyticus (high GC Gram+) CGMCC0516	2017-02	7	1	14	|GCA_001983975.1|GCF_001983975.1|Streptomyces autolyticus (high GC Gram+) CGMCC0516|CP019464.1|unnamed7 Plasmid|CP019463.1|unnamed6 Plasmid|CP019462.1|unnamed5 Plasmid|CP019461.1|unnamed4 Plasmid|CP019460.1|unnamed3 Plasmid|CP019459.1|unnamed2 Plasmid|CP019458.1|ANONYMOUS Chromosome	70	0
6263	Bacteria	Streptomyces avermitilis MA-4680 = NBRC 14893 (high GC Gram+)	2016-03	2	1	14	|GCA_000009765.2|GCF_000009765.2|Streptomyces avermitilis MA-4680 = NBRC 14893 (high GC Gram+)|AP005645.1|SAP1 Plasmid|BA000030.4|ANONYMOUS Chromosome	102	1
6264	Bacteria	Streptomyces bacillaris (high GC Gram+) ATCC 15855	2018-06	1	0	13	|GCA_003268675.1||Streptomyces bacillaris (high GC Gram+) ATCC 15855|CP029378.1|ANONYMOUS Chromosome	4	0
6265	Bacteria	Streptomyces cavourensis (high GC Gram+) 1AS2a	2017-12	1	1	27	|GCA_002804165.1||Streptomyces cavourensis (high GC Gram+) 1AS2a|CP024957.1|ANONYMOUS Chromosome	123	0
6266	Bacteria	Streptomyces cavourensis (high GC Gram+) TJ430	2018-08	1	1	26	|GCA_003352445.1||Streptomyces cavourensis (high GC Gram+) TJ430|CP030930.1|ANONYMOUS Chromosome	67	0
6267	Bacteria	Streptomyces clavuligerus ATCC 27064 (high GC Gram+)	2010-09	5	3	37	|GCA_000148465.1|GCF_000148465.1|Streptomyces clavuligerus ATCC 27064 (high GC Gram+)|CM001019.1|pSCL4 Plasmid|CM001018.1|pSCL3 Plasmid|CM001017.1|pSCL2 Plasmid|CM001016.1|pSCL1 Plasmid|CM001015.1|chr Chromosome	31	1
6268	Bacteria	Streptomyces clavuligerus ATCC 27064 (high GC Gram+) 1e56878	2019-05	2	2	32	|GCA_005519465.1||Streptomyces clavuligerus ATCC 27064 (high GC Gram+) 1e56878|CP027859.1|pCLA1 Plasmid|CP027858.1|ANONYMOUS Chromosome	31	1
6269	Bacteria	Streptomyces clavuligerus ATCC 27064 (high GC Gram+) b5fd9e2	2010-04	2	2	37	|GCA_000163875.1|GCF_000163875.1|Streptomyces clavuligerus ATCC 27064 (high GC Gram+) b5fd9e2|CM000913.1|ANONYMOUS Chromosome|CM000914.1|pSCL4 Plasmid	31	1
6270	Bacteria	Streptomyces clavuligerus (high GC Gram+) F1D-5	2018-09	3	2	20	|GCA_003454755.1||Streptomyces clavuligerus (high GC Gram+) F1D-5|CP032054.1|pSCL1 Plasmid|CP032053.1|pSCL2 Plasmid|CP032052.1|ANONYMOUS Chromosome	11	0
6271	Bacteria	Streptomyces clavuligerus (high GC Gram+) F613-1	2016-07	2	2	19	|GCA_001693675.1|GCF_001693675.1|Streptomyces clavuligerus (high GC Gram+) F613-1|CP016560.1|pSCL4 Plasmid|CP016559.1|ANONYMOUS Chromosome	11	0
6272	Bacteria	Streptomyces coelicolor A3(2) (high GC Gram+)	2003-05	3	0	8	|GCA_000203835.1|GCF_000203835.1|Streptomyces coelicolor A3(2) (high GC Gram+)|AL589148.1|SCP1 Plasmid|AL645771.1|SCP2 Plasmid|AL645882.2|ANONYMOUS Chromosome	4	0
6273	Bacteria	Streptomyces davawensis JCM 4913 (high GC Gram+)	2012-10	2	1	11	|GCA_000349325.1|GCF_000349325.1|Streptomyces davawensis JCM 4913 (high GC Gram+)|HE971710.1|pSDA1 Plasmid|HE971709.1|ANONYMOUS Chromosome	12	0
6274	Bacteria	Streptomyces fradiae (high GC Gram+) NKZ-259	2018-09	1	1	21	|GCA_003573485.1||Streptomyces fradiae (high GC Gram+) NKZ-259|CP032266.1|ANONYMOUS Chromosome	61	0
6275	Bacteria	Streptomyces gilvosporeus (high GC Gram+) F607	2017-04	1	1	10	|GCA_002082195.1|GCF_002082195.1|Streptomyces gilvosporeus (high GC Gram+) F607|CP020569.1|ANONYMOUS Chromosome	62	1
6276	Bacteria	Streptomyces glaucescens (high GC Gram+) GLA.O	2014-10	2	1	16	|GCA_000761215.1|GCF_000761215.1|Streptomyces glaucescens (high GC Gram+) GLA.O|CP009438.1|ANONYMOUS Chromosome|CP009439.1|pSglau1 Plasmid	119	0
6277	Bacteria	Streptomyces globosus (high GC Gram+) LZH-48	2018-07	3	2	15	|GCA_003325375.1||Streptomyces globosus (high GC Gram+) LZH-48|CP030863.1|unnamed1 Plasmid|CP030862.1|ANONYMOUS Chromosome|CP030864.1|unnamed2 Plasmid	77	0
6278	Bacteria	Streptomyces griseoviridis (high GC Gram+) F1-27	2019-01	1	2	23	|GCA_003994395.1||Streptomyces griseoviridis (high GC Gram+) F1-27|CP034687.1|ANONYMOUS Chromosome	89	1
6279	Bacteria	Streptomyces griseus subsp. griseus NBRC 13350 (high GC Gram+)	2008-04	1	1	14	|GCA_000010605.1|GCF_000010605.1|Streptomyces griseus subsp. griseus NBRC 13350 (high GC Gram+)|AP009493.1|ANONYMOUS Chromosome	53	1
6280	Bacteria	Streptomyces hygroscopicus subsp. jinggangensis 5008 (high GC Gram+)	2012-01	3	1	23	|GCA_000245355.1|GCF_000245355.1|Streptomyces hygroscopicus subsp. jinggangensis 5008 (high GC Gram+)|CP003277.1|pSHJG2 Plasmid|CP003276.1|pSHJG1 Plasmid|CP003275.1|ANONYMOUS Chromosome	82	1
6281	Bacteria	Streptomyces hygroscopicus subsp. jinggangensis TL01 (high GC Gram+)	2013-02	3	1	23	|GCA_000340845.1|GCF_000340845.1|Streptomyces hygroscopicus subsp. jinggangensis TL01 (high GC Gram+)|CP003722.1|pSHJGH2 Plasmid|CP003721.1|pSHJGH1 Plasmid|CP003720.1|ANONYMOUS Chromosome	82	1
6282	Bacteria	Streptomyces koyangensis (high GC Gram+) VK-A60T	2018-08	1	1	31	|GCA_003428925.1||Streptomyces koyangensis (high GC Gram+) VK-A60T|CP031742.1|ANONYMOUS Chromosome	33	0
6283	Bacteria	Streptomyces laurentii (high GC Gram+) ATCC 31255	2016-04	1	1	16	|GCA_002355495.1||Streptomyces laurentii (high GC Gram+) ATCC 31255|AP017424.1|ANONYMOUS Chromosome	104	0
6284	Bacteria	Streptomyces lavendulae subsp. lavendulae (high GC Gram+) CCM 3239	2017-12	2	2	31	|GCA_002803845.1|GCF_002803845.1|Streptomyces lavendulae subsp. lavendulae (high GC Gram+) CCM 3239|CP024986.1|pSA3239 Plasmid|CP024985.1|ANONYMOUS Chromosome	62	1
6285	Bacteria	Streptomyces leeuwenhoekii (high GC Gram+) C34 (= DSM 42122 = NRRL B-24963)	2015-05	3	1	16	|GCA_001013905.1|GCF_001013905.1|Streptomyces leeuwenhoekii (high GC Gram+) C34 (= DSM 42122 = NRRL B-24963)|LN831790.1|chromosome Chromosome|LN831789.1|pSLE2 Plasmid|LN831788.1|pSLE1 Plasmid	19	0
6286	Bacteria	Streptomyces lydicus (high GC Gram+) A02	2017-02	1	1	19	|GCA_000952035.2|GCF_000952035.2|Streptomyces lydicus (high GC Gram+) A02|CP007699.2|ANONYMOUS Chromosome	83	0
6287	Bacteria	Streptomyces niveus (high GC Gram+) SCSIO 3406	2017-03	1	2	21	|GCA_002009175.1|GCF_002009175.1|Streptomyces niveus (high GC Gram+) SCSIO 3406|CP018047.1|ANONYMOUS Chromosome	141	1
6288	Bacteria	Streptomyces niveus NCIMB 11891 (high GC Gram+)	2013-11	5	1	12	|GCA_000497425.1|GCF_000497425.1|Streptomyces niveus NCIMB 11891 (high GC Gram+)|CM002283.1|scaffold00004 Plasmid|CM002280.1|scaffold00001 Chromosome|CM002281.1|scaffold00002 Plasmid|CM002284.1|scaffold00005 Plasmid|CM002282.1|scaffold00003 Plasmid	29	1
6289	Bacteria	Streptomyces nodosus (high GC Gram+) ATCC 14899	2015-01	1	2	12	|GCA_000819545.1|GCF_000819545.1|Streptomyces nodosus (high GC Gram+) ATCC 14899|CP009313.1|ANONYMOUS Chromosome	27	1
6290	Bacteria	Streptomyces olivoreticuli subsp. olivoreticuli (high GC Gram+) ATCC 31159	2018-08	1	2	15	|GCA_003391135.1||Streptomyces olivoreticuli subsp. olivoreticuli (high GC Gram+) ATCC 31159|CP031455.1|ANONYMOUS Chromosome	88	2
6291	Bacteria	Streptomyces pactum (high GC Gram+) ACT12	2017-02	1	3	22	|GCA_002005225.1|GCF_002005225.1|Streptomyces pactum (high GC Gram+) ACT12|CP019724.1|ANONYMOUS Chromosome	67	3
6292	Bacteria	Streptomyces pratensis ATCC 33331 (high GC Gram+)	2011-01	3	1	10	|GCA_000176115.2|GCF_000176115.2|Streptomyces pratensis ATCC 33331 (high GC Gram+)|CP002475.1|ANONYMOUS Chromosome|CP002477.1|pSFLA02 Plasmid|CP002476.1|pSFLA01 Plasmid	44	1
6293	Bacteria	Streptomyces rapamycinicus NRRL 5491 (high GC Gram+)	2013-07	1	2	27	|GCA_000418455.1|GCF_000418455.1|Streptomyces rapamycinicus NRRL 5491 (high GC Gram+)|CP006567.1|ANONYMOUS Chromosome	165	0
6294	Bacteria	Streptomyces rubrolavendulae (high GC Gram+) MJM4426	2016-10	1	1	16	|GCA_001750785.1|GCF_001750785.1|Streptomyces rubrolavendulae (high GC Gram+) MJM4426|CP017316.1|ANONYMOUS Chromosome	76	1
6295	Bacteria	Streptomyces sp. 11-1-2 (high GC Gram+)	2017-08	2	1	20	|GCA_003595545.1||Streptomyces sp. 11-1-2 (high GC Gram+)|CP022546.1|unnamed1 Plasmid|CP022545.1|ANONYMOUS Chromosome	78	1
6296	Bacteria	Streptomyces sp. 2323.1 (high GC Gram+)	2017-09	1	1	22	|GCA_900221035.1|GCF_900221035.1|Streptomyces sp. 2323.1 (high GC Gram+)|LT907981.1|I Chromosome	91	0
6297	Bacteria	Streptomyces sp. 4F (high GC Gram+)	2016-01	1	2	30	|GCA_001484705.1|GCF_001484705.1|Streptomyces sp. 4F (high GC Gram+)|CP013142.1|ANONYMOUS Chromosome	25	4
6298	Bacteria	Streptomyces sp. 769 (high GC Gram+)	2015-01	2	2	14	|GCA_000816025.1|GCF_000816025.1|Streptomyces sp. 769 (high GC Gram+)|CP003987.1|ANONYMOUS Chromosome|CP003988.1|pSGZL Plasmid	47	0
6299	Bacteria	Streptomyces sp. ADI95-16 (high GC Gram+)	2018-11	5	1	24	|GCA_003721495.1||Streptomyces sp. ADI95-16 (high GC Gram+)|CP033585.1|pADI95-16d Plasmid|CP033582.1|pADI95-16a Plasmid|CP033583.1|pADI95-16b Plasmid|CP033584.1|pADI95-16c Plasmid|CP033581.1|ANONYMOUS Chromosome	115	2
6300	Bacteria	Streptomyces sp. CFMR 7 (high GC Gram+) CFMR-7	2015-09	2	4	31	|GCA_001278095.1|GCF_001278095.1|Streptomyces sp. CFMR 7 (high GC Gram+) CFMR-7|CP011523.1|unnamed Plasmid|CP011522.1|ANONYMOUS Chromosome	126	1
6301	Bacteria	Streptomyces sp. CLI2509 (high GC Gram+) CLI2905	2017-09	2	1	19	|GCA_002288075.1|GCF_002288075.1|Streptomyces sp. CLI2509 (high GC Gram+) CLI2905|CP021118.1|ANONYMOUS Chromosome|CP021119.1|unnamed1 Plasmid	50	1
6302	Bacteria	Streptomyces sp. CMB-StM0423 (high GC Gram+)	2017-12	1	1	4	|GCA_002847285.1|GCF_002847285.1|Streptomyces sp. CMB-StM0423 (high GC Gram+)|CP025407.1|ANONYMOUS Chromosome	66	0
6303	Bacteria	Streptomyces sp. CNQ-509 (high GC Gram+)	2015-05	1	1	6	|GCA_001011035.1|GCF_001011035.1|Streptomyces sp. CNQ-509 (high GC Gram+)|CP011492.1|ANONYMOUS Chromosome	26	1
6304	Bacteria	Streptomyces sp. DUT11 (high GC Gram+)	2017-12	1	1	22	|GCA_002848525.1||Streptomyces sp. DUT11 (high GC Gram+)|CP025511.1|ANONYMOUS Chromosome	44	0
6305	Bacteria	Streptomyces sp. endophyte_N2 (high GC Gram+)	2019-01	1	1	17	|GCA_004104485.1||Streptomyces sp. endophyte_N2 (high GC Gram+)|CP028719.1|ANONYMOUS Chromosome	69	0
